index,AL,AT,BA,BE,BG,CH,CY,CZ,CZ+DE+SK,DE_LU,DK_1,DK_2,EE,ES,FI,FR,GB,GE,GR,HR,HU,IE(SEM),IE,IT,IT_BRNN,IT_CALA,IT_CNOR,IT_CSUD,IT_FOGN,IT_NORD,IT_ROSN,IT_SARD,IT_SICI,IT_SUD,LT,LV,MD,ME,MK,MT,NL,NO_1,NO_2,NO_3,NO_4,NO_5,PL,PT,RO,RS,SE_1,SE_2,SE_3,SE_4,SI,SK,TR,UA,UA_BEI,UA_IPS,XK,IS
2022-01-01 16:00:00+01:00,,126.6,,111.66,121.86,120.09,,126.6,,126.6,126.6,126.6,126.6,114.5,126.6,114.5,,,169.78,126.6,126.6,,120.0,,,169.78,169.78,169.78,,169.78,,169.78,169.78,169.78,126.6,126.6,,,,,126.6,135.59,135.59,42.3,42.3,135.59,126.6,114.5,121.86,122.8,50.28,50.28,126.6,126.6,126.6,126.6,,145.67,90.52,145.67,,
2022-01-01 17:00:00+01:00,,149.97,,149.97,121.87,148.89,,149.97,,149.97,149.97,149.97,149.97,149.97,149.97,149.97,,,203.1,149.97,149.97,,141.83,,,203.1,203.1,203.1,,203.1,,203.1,203.1,203.1,149.97,149.97,,,,,149.97,149.97,149.97,40.59,40.59,149.97,149.97,149.97,121.87,139.93,50.92,50.92,149.97,149.97,149.97,149.97,,145.67,90.52,145.67,,
2022-01-01 18:00:00+01:00,,146.33,,146.33,121.88,142.3,,146.33,,146.33,146.33,146.33,146.33,177.22,146.33,146.33,,,205.83,146.33,146.33,,237.51,,,205.83,205.83,205.83,,205.83,,205.83,205.83,205.83,146.33,146.33,,,,,146.33,150.71,150.71,40.11,40.11,150.71,146.33,177.22,121.88,117.46,49.42,49.42,146.33,146.33,146.33,146.33,,142.88,90.52,142.88,,
2022-01-01 19:00:00+01:00,,140.28,,140.28,136.94,137.76,,140.28,,140.28,140.28,140.28,140.28,187.52,140.28,140.28,,,214.66,140.28,140.28,,188.6,,,214.66,214.66,214.66,,214.66,,214.66,214.66,214.66,140.28,140.28,,,,,140.28,143.81,143.81,38.52,38.52,143.81,140.28,187.52,136.94,109.3,48.72,48.72,140.28,140.28,140.28,140.28,,137.75,90.52,137.75,,
2022-01-01 20:00:00+01:00,,121.88,,121.88,121.89,128.55,,121.88,,121.88,121.88,121.88,121.88,189.26,121.88,121.88,,,214.66,121.88,121.88,,162.0,,,214.66,214.66,214.66,,214.66,,214.66,214.66,214.66,121.88,121.88,,,,,121.88,140.36,140.36,34.71,34.71,140.36,121.88,189.26,121.88,110.52,48.28,48.28,121.88,121.88,121.88,121.88,,109.21,90.52,109.21,,
2022-01-01 21:00:00+01:00,,102.61,,102.61,102.61,140.62,,102.61,,102.61,102.61,102.61,102.61,190.81,102.61,102.61,,,203.0,102.61,102.61,,147.3,,,203.0,203.0,203.0,,203.0,,203.0,203.0,203.0,102.61,102.61,,,,,102.61,139.85,139.85,32.48,32.48,139.85,102.61,190.81,102.61,100.02,47.61,47.61,102.61,102.61,102.61,102.61,,99.09,90.52,99.09,,
2022-01-01 22:00:00+01:00,,97.46,,97.46,97.46,144.49,,97.46,,97.46,95.12,95.12,97.46,188.39,97.46,97.46,,,180.0,97.46,97.46,,123.2,,,180.0,180.0,180.0,,180.0,,180.0,180.0,180.0,97.46,97.46,,,,,97.46,135.08,135.08,32.88,32.88,135.08,97.46,188.39,97.46,100.04,47.23,47.23,95.12,95.12,97.46,97.46,,65.96,54.97,65.96,,
2022-01-01 23:00:00+01:00,,85.16,,85.16,43.08,141.77,,85.16,,85.16,83.11,83.11,85.16,167.26,85.16,85.16,,,162.44,85.16,85.16,,99.0,,,162.44,162.44,162.44,,162.44,,162.44,162.44,162.44,85.16,85.16,,,,,85.16,123.42,123.42,32.44,32.44,123.42,85.16,167.26,43.08,83.19,46.74,46.74,83.11,83.11,85.16,85.16,,55.7,60.47,55.7,,
2022-01-02 00:00:00+01:00,,57.08,,57.08,57.08,88.51,,57.08,,57.08,57.08,34.73,57.08,133.21,57.08,57.08,,,155.72,57.08,57.08,,78.91,,,155.72,148.08,155.72,,148.08,,155.72,155.72,155.72,57.08,57.08,,,,,57.08,113.56,113.56,32.03,32.03,113.56,89.89,133.21,57.08,118.33,34.73,34.73,34.73,34.73,57.08,57.08,,34.45,60.47,34.45,,
2022-01-02 01:00:00+01:00,,52.59,,52.59,52.59,75.04,,52.59,,52.59,52.59,34.39,55.09,115.87,55.09,52.59,,,142.85,52.59,52.59,,60.0,,,142.85,142.85,142.85,,142.85,,142.85,142.85,142.85,55.09,55.09,,,,,52.59,111.66,111.66,31.78,31.78,111.66,80.15,115.87,52.59,121.01,34.39,34.39,34.39,34.39,52.59,52.59,,37.38,60.47,37.38,,
2022-01-02 02:00:00+01:00,,48.97,,48.97,43.09,45.38,,48.97,,48.97,48.97,34.36,52.82,110.52,52.82,48.97,,,140.6,48.97,48.97,,43.73,,,140.6,140.6,140.6,,140.6,,140.6,140.6,140.6,52.82,52.82,,,,,48.97,106.53,106.53,31.8,31.8,106.53,62.75,110.52,43.09,84.31,34.36,34.36,34.36,34.36,48.97,48.97,,37.38,60.47,37.38,,
2022-01-02 03:00:00+01:00,,34.94,,34.94,20.21,23.7,,34.94,,34.94,34.94,34.1,34.94,113.0,34.94,34.94,,,59.29,34.94,34.94,,14.0,,,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,34.94,34.94,,,,,34.94,104.5,104.5,31.89,31.89,104.5,54.87,113.0,20.21,69.19,34.1,34.1,34.1,34.1,34.94,34.94,,37.38,60.46,37.38,,
2022-01-02 04:00:00+01:00,,29.56,,29.56,9.7,15.84,,29.56,,29.56,29.56,29.56,29.56,115.87,29.56,29.56,,,9.7,29.56,29.56,,0.0,,,140.6,140.6,140.6,,140.6,,140.6,140.6,140.6,29.56,29.56,,,,,29.56,104.06,104.06,29.56,29.56,104.06,50.5,115.87,9.7,59.57,29.56,29.56,29.56,29.56,29.56,29.56,,37.38,60.46,37.38,,
2022-01-02 05:00:00+01:00,,33.97,,33.97,9.7,23.98,,33.97,,33.97,33.97,33.97,53.01,110.52,53.01,33.97,,,9.7,33.97,33.97,,-1.31,,,141.93,141.93,141.93,,141.93,,141.93,141.93,141.93,53.01,53.01,,,,,33.97,105.86,105.86,31.97,31.97,105.86,50.89,110.52,9.7,74.52,33.97,33.97,33.97,33.97,33.97,33.97,,43.97,60.46,43.97,,
2022-01-02 06:00:00+01:00,,34.52,,34.52,9.7,35.88,,34.52,,34.52,34.52,34.52,34.52,115.87,34.52,34.52,,,9.7,34.52,34.52,,-5.0,,,147.09,147.09,147.09,,147.09,,147.09,147.09,147.09,34.52,34.52,,,,,34.52,111.97,111.97,31.66,31.66,111.97,56.15,115.87,9.7,32.72,34.52,34.52,34.52,34.52,34.52,34.52,,98.94,94.84,98.94,,
2022-01-02 07:00:00+01:00,,41.8,,41.8,24.33,49.0,,41.8,,41.8,41.8,41.8,41.8,129.6,41.8,41.8,,,24.33,41.8,41.8,,-19.6,,,155.72,152.61,155.72,,152.61,,155.72,155.72,155.72,41.8,41.8,,,,,41.8,105.22,105.22,32.28,32.28,105.22,60.91,129.6,24.33,56.83,41.8,41.8,41.8,41.8,41.8,41.8,,104.44,94.84,104.44,,
2022-01-02 08:00:00+01:00,,48.95,,48.95,48.95,75.05,,48.95,,48.95,48.95,48.95,48.95,115.87,48.95,48.95,,,48.95,48.95,48.95,,0.0,,,152.59,152.59,152.59,,152.59,,152.59,152.59,152.59,48.95,48.95,,,,,48.95,111.53,111.53,32.93,32.93,111.53,65.54,115.87,48.95,80.95,48.95,48.95,48.95,48.95,48.95,48.95,,117.26,94.83,117.26,,
2022-01-02 09:00:00+01:00,,60.01,,60.01,60.01,86.01,,60.01,,60.01,60.01,60.01,60.01,115.87,60.01,60.01,,,60.01,60.01,60.01,,0.0,,,155.72,155.72,155.72,,155.72,,155.72,155.72,155.72,60.01,60.01,,,,,60.01,115.81,115.81,36.31,36.31,115.81,86.18,115.87,60.01,87.76,49.33,49.33,60.01,60.01,60.01,60.01,,115.76,94.83,115.76,,
2022-01-02 10:00:00+01:00,,70.09,,70.09,70.09,75.92,,70.09,,70.09,70.09,70.09,70.09,113.0,70.09,70.09,,,70.09,70.09,70.09,,46.1,,,167.98,167.98,167.98,,167.98,,167.98,167.98,167.98,70.09,70.09,,,,,70.09,121.94,121.94,37.29,37.29,121.94,89.71,113.0,70.09,106.65,49.52,49.52,70.09,70.09,70.09,70.09,,119.09,94.83,119.09,,
2022-01-02 11:00:00+01:00,,66.26,,66.26,66.25,69.91,,66.26,,66.26,66.26,66.26,66.26,103.7,66.26,66.26,,,66.26,66.26,66.26,,92.5,,,175.08,175.08,175.08,,175.08,,175.08,175.08,175.08,66.26,66.26,,,,,66.26,121.3,121.3,37.5,37.5,121.3,91.12,115.87,66.26,107.92,50.01,50.01,66.26,66.26,66.26,66.26,,119.09,94.83,119.09,,
2022-01-02 12:00:00+01:00,,64.54,,64.54,64.54,75.04,,64.54,,64.54,64.54,64.54,64.54,103.7,64.54,64.54,,,64.54,64.54,64.54,,80.78,,,189.58,189.58,189.58,,189.58,,189.58,189.58,189.58,64.54,64.54,,,,,64.54,112.43,112.43,37.49,37.49,112.43,91.4,110.0,64.54,104.27,50.9,50.9,64.54,64.54,64.54,64.54,,119.09,94.83,119.09,,
2022-01-02 13:00:00+01:00,,46.96,,46.96,73.77,48.76,,46.96,,46.96,46.96,46.96,46.96,110.52,46.96,46.96,,,73.77,46.96,73.77,,89.16,,,169.69,169.69,169.69,,169.69,,169.69,169.69,169.69,46.96,46.96,,,,,46.96,111.39,111.39,37.49,37.49,111.39,91.44,110.52,73.77,97.76,46.96,46.96,46.96,46.96,46.96,46.96,,119.09,94.83,119.09,,
2022-01-02 14:00:00+01:00,,65.19,,41.95,133.98,58.25,,65.19,,40.01,49.06,49.06,65.19,115.87,65.19,40.01,,,133.97,65.19,133.97,,85.13,,,155.72,155.72,155.72,,155.72,,155.72,155.72,155.72,65.19,65.19,,,,,49.06,111.48,111.48,36.97,36.97,111.48,86.25,115.87,133.97,96.94,49.06,49.06,49.06,49.06,65.19,65.19,,119.09,94.83,119.09,,
2022-01-02 15:00:00+01:00,,60.07,,48.31,157.93,86.25,,81.09,,29.11,74.99,74.99,81.09,109.5,74.99,39.3,,,167.75,60.07,157.92,,96.0,,,167.75,167.75,167.75,,167.75,,167.75,167.75,167.75,81.09,81.09,,,,,74.99,118.19,118.19,35.95,35.95,118.19,81.09,109.8,157.92,102.08,51.08,51.08,74.99,74.99,60.07,81.09,,133.74,94.83,133.74,,
2022-01-02 16:00:00+01:00,,88.46,,51.91,194.21,91.51,,88.46,,32.76,88.15,88.15,88.46,115.87,88.15,40.79,,,194.21,88.46,194.21,,56.83,,,194.21,194.21,194.21,,194.21,,194.21,194.21,194.21,88.46,88.46,,,,,85.0,122.3,122.3,35.03,35.03,122.3,88.46,115.87,194.21,124.17,51.45,51.45,88.15,88.15,88.46,88.46,,138.32,94.83,138.32,,
2022-01-02 17:00:00+01:00,,95.4,,56.04,245.0,126.25,,95.4,,42.97,95.4,95.4,95.4,159.79,95.4,47.91,,,245.0,95.4,245.0,,120.0,,,245.0,245.0,245.0,,245.0,,245.0,245.0,245.0,95.4,95.4,,,,,100.0,129.79,129.79,33.21,33.21,129.79,95.4,159.79,245.0,139.7,51.03,51.03,95.4,95.4,95.4,95.4,,138.32,94.83,138.32,,
2022-01-02 18:00:00+01:00,,86.71,,69.32,225.19,125.88,,86.71,,60.96,87.84,86.71,86.71,194.25,86.71,65.09,,,225.19,86.71,225.19,,162.0,,,225.19,225.19,225.19,,225.19,,225.19,225.19,225.19,86.71,86.71,,,,,109.9,135.97,135.97,32.95,32.95,135.97,86.71,194.25,225.19,149.94,51.02,51.02,86.71,86.71,86.71,86.71,,138.32,94.83,138.32,,
2022-01-02 19:00:00+01:00,,71.72,,69.5,179.59,110.73,,71.72,,60.94,71.27,71.27,71.72,198.0,71.27,67.85,,,216.29,71.72,179.59,,133.02,,,216.29,216.29,216.29,,216.29,,216.29,216.29,216.29,71.72,71.72,,,,,99.9,128.33,128.33,32.91,32.91,128.33,82.14,198.0,179.59,147.57,50.36,50.36,71.27,71.27,71.72,71.72,,138.32,94.83,138.32,,
2022-01-02 20:00:00+01:00,,56.73,,62.22,163.74,90.9,,56.73,,54.12,54.12,54.12,56.73,208.38,54.12,62.22,,,199.64,56.73,163.74,,99.74,,,199.64,199.64,199.64,,199.64,,199.64,240.0,199.64,56.73,56.73,,,,,77.0,116.32,116.32,33.25,33.25,116.32,89.38,208.38,163.74,139.9,50.02,50.02,54.12,54.12,56.73,56.73,,138.32,94.83,138.32,,
2022-01-02 21:00:00+01:00,,46.16,,46.16,113.0,89.78,,46.16,,46.16,46.16,46.16,46.16,209.1,46.16,46.16,,,178.41,46.16,113.0,,79.0,,,178.41,178.41,178.41,,178.41,,178.41,178.41,178.41,46.16,46.16,,,,,46.16,110.2,110.2,35.27,35.27,110.2,73.66,209.1,113.0,97.19,46.16,46.16,46.16,46.16,46.16,46.16,,138.32,94.83,138.32,,
2022-01-02 22:00:00+01:00,,46.29,,46.29,46.29,89.44,,46.29,,46.29,46.29,46.29,46.29,191.36,46.29,46.29,,,154.44,46.29,46.29,,88.91,,,154.44,154.44,154.44,,154.44,,154.44,154.44,154.44,46.29,46.29,,,,,46.29,104.81,104.81,38.97,38.97,104.81,74.28,191.36,46.29,100.02,46.29,46.29,46.29,46.29,46.29,46.29,,64.12,60.46,64.12,,
2022-01-02 23:00:00+01:00,,32.93,,32.93,32.93,87.38,,32.93,,32.93,32.93,32.93,32.93,178.0,32.93,32.93,,,221.56,32.93,32.93,,0.0,,,144.79,144.79,144.79,,144.79,,144.79,144.79,144.79,32.93,32.93,,,,,32.93,110.16,110.16,32.93,32.93,110.16,57.04,178.0,32.93,88.71,32.93,32.93,32.93,32.93,32.93,32.93,,67.42,60.46,67.42,,
2022-01-03 00:00:00+01:00,,20.89,,-0.7,20.89,62.55,,20.89,,0.31,13.2,13.2,20.89,181.5,20.89,2.71,,,201.59,20.89,20.89,,-10.1,,,127.0,127.0,127.0,,127.0,,127.0,127.0,127.0,20.89,20.89,,,,,0.31,124.99,124.99,20.89,20.89,124.99,21.82,181.5,20.89,105.42,20.89,20.89,20.89,20.89,20.89,20.89,,39.39,60.46,39.39,,
2022-01-03 01:00:00+01:00,,9.7,,-1.34,9.7,9.66,,9.7,,-0.01,19.92,19.92,19.92,160.72,19.92,1.71,,,272.18,9.7,9.7,,-10.0,,,127.0,127.0,127.0,,127.0,,127.0,127.0,127.0,19.92,19.92,,,,,-0.01,123.41,123.41,19.92,19.92,123.41,19.62,160.72,9.7,101.23,19.92,19.92,19.92,19.92,9.7,9.7,,39.39,60.46,39.39,,
2022-01-03 02:00:00+01:00,,9.7,,-0.99,9.7,16.68,,9.7,,-0.07,19.87,19.87,19.87,154.64,19.87,1.24,,,272.18,9.7,9.7,,-10.0,,,84.62,84.62,84.62,,84.62,,84.62,84.62,84.62,19.87,19.87,,,,,-0.07,122.73,122.73,19.87,19.87,122.73,19.62,154.64,9.7,85.04,19.87,19.87,19.87,19.87,9.7,9.7,,39.39,60.46,39.39,,
2022-01-03 03:00:00+01:00,,7.07,,-1.83,7.07,0.95,,7.07,,-1.05,13.24,13.24,19.82,149.86,19.82,0.06,,,83.27,7.07,7.07,,-18.88,,,83.27,83.27,83.27,,83.27,,83.27,83.27,83.27,19.82,19.82,,,,,-1.05,121.55,121.55,19.82,19.82,121.55,27.54,149.86,7.07,64.85,19.82,19.82,19.82,19.82,7.07,7.07,,39.35,60.46,39.35,,
2022-01-03 04:00:00+01:00,,8.99,,-1.72,8.99,9.05,,8.99,,-1.0,0.1,13.29,20.26,144.49,20.26,0.09,,,85.0,8.99,8.99,,-25.78,,,85.0,85.0,85.0,,85.0,,85.0,85.0,85.0,20.26,20.26,,,,,-1.0,122.21,122.21,20.26,20.26,122.21,49.18,144.49,8.99,66.76,20.26,20.26,20.26,20.26,8.99,8.99,,36.57,60.46,36.57,,
2022-01-03 05:00:00+01:00,,15.34,,0.0,15.33,78.6,,15.34,,0.32,0.32,9.24,29.35,148.86,29.35,1.44,,,84.5,15.34,15.34,,-19.7,,,84.5,84.5,84.5,,84.5,,84.5,84.5,84.5,29.35,29.35,,,,,0.0,123.57,123.57,29.35,29.35,123.57,76.3,148.86,15.34,100.02,29.35,29.35,29.35,29.35,15.34,15.34,,43.97,60.46,43.97,,
2022-01-03 06:00:00+01:00,,61.21,,35.22,80.0,141.86,,80.0,,37.55,37.55,37.55,80.0,153.77,80.0,41.11,,,164.46,162.86,80.0,,0.0,,,164.46,164.46,164.46,,164.46,,164.46,164.46,164.46,80.0,80.0,,,,,35.97,120.68,120.68,34.93,34.93,120.68,89.98,153.77,80.0,100.14,37.55,37.55,37.55,37.55,162.86,80.0,,97.11,101.14,97.11,,
2022-01-03 07:00:00+01:00,,89.19,,88.5,113.0,199.4,,102.48,,88.76,88.76,88.76,106.87,160.72,106.87,90.54,,,202.03,202.03,113.0,,4.0,,,202.03,202.03,202.03,,202.03,,202.03,202.03,202.03,106.87,106.87,,,,,90.34,121.0,121.0,34.83,34.83,121.0,102.48,160.72,113.0,148.33,48.37,48.37,88.76,88.76,202.03,102.48,,97.69,101.14,97.69,,
2022-01-03 08:00:00+01:00,,131.47,,96.0,141.08,214.58,,131.47,,122.93,122.93,122.93,131.47,189.26,122.93,161.79,,,212.0,212.0,141.08,,23.6,,,212.0,212.0,212.0,,212.0,,212.0,212.0,212.0,131.47,131.47,,,,,120.0,126.6,126.6,37.02,37.02,126.6,119.24,189.26,141.08,151.03,48.48,48.48,122.93,122.93,212.0,131.47,,104.44,101.14,104.44,,
2022-01-03 09:00:00+01:00,,125.92,,70.5,135.53,215.73,,135.53,,110.17,110.17,110.17,135.53,183.54,110.17,180.36,,,202.03,232.0,135.53,,58.26,,,232.0,232.0,232.0,,232.0,,232.0,232.0,232.0,135.53,135.53,,,,,129.9,132.56,132.56,38.76,38.76,132.56,114.67,183.54,135.53,170.01,48.07,48.07,110.17,110.17,232.0,135.53,,104.44,101.14,104.44,,
2022-01-03 10:00:00+01:00,,101.02,,90.57,135.53,211.58,,107.46,,93.38,93.38,93.38,107.46,160.72,101.99,125.03,,,201.59,239.51,135.53,,82.17,,,239.51,239.51,239.51,,239.51,,239.51,239.51,239.51,107.46,107.46,,,,,119.04,122.97,122.97,38.81,38.81,122.97,107.46,160.72,135.53,180.02,48.18,48.18,93.38,93.38,239.51,107.46,,109.94,101.14,109.94,,
2022-01-03 11:00:00+01:00,,93.63,,101.33,120.54,206.34,,110.08,,90.73,90.73,90.73,110.08,152.2,102.38,100.74,,,201.59,212.22,120.54,,102.2,,,212.22,212.22,212.22,,212.22,,212.22,212.22,212.22,110.08,110.08,,,,,119.19,123.13,123.13,38.89,38.89,123.13,110.08,152.2,120.54,170.08,48.2,48.2,90.73,90.73,212.22,110.08,,109.94,101.14,109.94,,
2022-01-03 12:00:00+01:00,,86.43,,97.3,135.5,194.83,,119.78,,82.37,82.37,82.37,119.78,148.86,106.06,96.39,,,202.03,202.03,135.5,,112.12,,,202.03,202.03,202.03,,202.03,,202.03,202.03,202.03,119.78,119.78,,,,,120.0,123.97,123.97,38.94,38.94,123.97,119.78,148.86,135.5,176.77,48.67,48.67,82.37,82.37,202.03,119.78,,109.94,101.15,109.94,,
2022-01-03 13:00:00+01:00,,85.03,,96.2,117.0,191.96,,117.0,,80.9,80.9,80.9,117.0,142.04,110.07,95.22,,,199.89,199.89,117.0,,125.0,,,199.89,199.89,199.89,,199.89,,199.89,199.89,199.89,117.0,117.0,,,,,122.62,126.67,126.67,39.92,39.92,126.67,117.0,142.04,117.0,175.74,48.3,48.3,80.9,80.9,199.89,117.0,,109.94,101.15,109.94,,
2022-01-03 14:00:00+01:00,,87.23,,100.73,130.0,204.1,,111.57,,80.99,80.99,80.99,111.57,127.38,101.97,102.67,,,207.16,207.16,130.0,,134.0,,,207.16,207.16,207.16,,207.16,,207.16,207.16,207.16,111.57,111.57,,,,,138.18,133.75,133.75,39.94,39.94,133.75,111.57,127.38,130.0,176.61,47.99,47.99,80.99,80.99,207.16,111.57,,109.94,101.15,109.94,,
